,material_id,formula_pretty,formation_energy,third_element
376,mp-864637,NdAl,-0.392604048749999,Nd
377,mp-978951,SmAl,-0.404682780625,Sm
378,mp-30550,AlAu2,-0.313113731333333,Au
379,mp-1189619,EuAl,-0.299375830000001,Eu
380,mp-12802,AlCu3,-0.18946324,no_return
381,mp-1079984,BaAl,-0.12189161,Ba
382,mp-1101848,Nd2Al,-0.242599095833333,Nd
383,mp-1102728,Dy2Al,-0.286962145,Dy
384,mp-1102875,Er2Al,-0.293178655833333,Er
385,mp-1103225,Pr2Al,-0.2334995425,Pr
386,mp-1103391,Tb2Al,-0.282195499166666,Tb
387,mp-1102344,Sm2Al,-0.258528963333333,Sm
388,mp-11230,Y2Al,-0.314701856944444,Y
389,mp-16526,AlPt2,-0.8535072008333321,Pt
390,mp-16502,Ho2Al,-0.291610600833333,Ho
391,mp-2824,AlPd2,-0.831161624999999,Pd
392,mp-605663,AlPd5,-0.462694889583333,Pd
393,mp-569558,AlAu2,-0.316635978333332,Au
394,mp-1023918,AlSb,-0.0677032125,Sb
395,mp-1079783,EuAl,-0.230316935,Eu
396,mp-11233,ZrAl,-0.47060683,Zr
397,mp-11228,YAl,-0.418346848333333,Y
398,mp-12684,LaAl,-0.411506941249999,La
399,mp-1210753,Li2Al,-0.162916835555555,Li
400,mp-20439,CeAl,-0.333597636249999,Ce
401,mp-249,HfAl,-0.401715024999999,Hf
402,mp-568417,PrAl,-0.386473395,Pr
403,mp-985805,AlAg2,-0.075476789444444,Ag
404,mp-999206,ScAl,-0.336121177499999,Sc
405,mp-1191737,LiAl,-0.030743919166666,Li
406,mp-1228001,AlV,-0.226768565,V
407,mp-1228813,AlV3,-0.0917320425,V
408,mp-1228927,AlAg3,0.014559217499999,Ag
409,mp-1228919,AlFe3,-0.086006559999999,Fe
410,mp-1220481,Nb4Al,-0.071427868,Nb
411,mp-1228923,AlCr2,0.019532906666667,Cr
412,mp-1228006,AlV2,-0.145357486666667,V
413,mp-1228952,AlFe4,-0.062807495999999,Fe
414,mp-9254,Al2Te5,-0.626241596190475,Te
415,mp-1229048,Al2Ni3,-0.541725183999999,Ni
416,mp-12794,Al2Cu,-0.023568226666666,no_return
417,mp-1071777,SrAl2,-0.248408020555555,Sr
418,mp-1039192,MgAl2,0.65889071,Mg
419,mp-1106135,Ho3Al2,-0.323555841,Ho
420,mp-16508,Lu3Al2,-0.326821398499999,Lu
421,mp-13470,Zr3Al2,-0.401928786999999,Zr
422,mp-16723,Y3Al2,-0.3545266135,Y
423,mp-31181,Er3Al2,-0.326449024499999,Er
424,mp-571624,Dy3Al2,-0.319053700499999,Dy
425,mp-8462,Hf3Al2,-0.3305630265,Hf
426,mp-980938,Tb3Al2,-0.314474481999999,Tb
427,mp-982635,Tm3Al2,-0.326938922999999,Tm
428,mp-1009834,Al2Ru,-0.6863959166666661,Ru
429,mp-7188,Al2Os,-0.5624389899999991,Os
430,mp-1182936,Al2Mo3,0.122783717499999,Mo
431,mp-1198386,Al2Mo3,0.064947825249998,Mo
432,mp-29502,Al2Te3,-0.704497783249999,Te
433,mp-998,Al2Cu,-0.165534698333332,no_return
434,mp-1102064,MgAl2,0.019649880833333,Mg
435,mp-567705,TiAl2,-0.431396311944445,Ti
436,mp-1247924,Al2Te3,-0.624834233999999,Te
437,mp-1206713,Al2Zn,0.007886123333333,Zn
438,mp-1222013,MgAl2,0.043863783333333,Mg
439,mp-16506,Li3Al2,-0.185178473999999,Li
440,mp-12524,Al2W,-0.035496665555555,W
441,mp-1094116,MgAl2,-0.021955624999999,Mg
442,mp-12657,HfAl2,-0.441859724999999,Hf
443,mp-2772,ZrAl2,-0.5378225949999991,Zr
444,mp-1204001,Sr3Al2,-0.068279268166666,Sr
445,mp-1206714,Al2Sn,0.315926898333333,Sn
446,mp-1502,Al2Pt,-0.8939596499999991,Pt
447,mp-16522,Al2Pd,-0.617258043333333,Pd
448,mp-2647,Al2Au,-0.423055363333333,Au
449,mp-985806,Al2Cu,-0.178066229999999,no_return
450,mp-1189,PrAl2,-0.490586763333333,Pr
451,mp-1208,ErAl2,-0.5069284766666671,Er
452,mp-1211134,LiAl2,0.240784096388888,Li
453,mp-1234,LuAl2,-0.48230172,Lu
454,mp-1638,SrAl2,-0.254259128888888,Sr
455,mp-20111,EuAl2,-0.388559458333334,Eu
456,mp-2088,CeAl2,-0.464180556666666,Ce
457,mp-2358,SmAl2,-0.5145879066666671,Sm
458,mp-2404,CaAl2,-0.332736406666666,Ca
459,mp-2322,YAl2,-0.531336720555555,Y
460,mp-2694,LaAl2,-0.5010386950000001,La
461,mp-400,NdAl2,-0.501927525833333,Nd
462,mp-391,HoAl2,-0.512162593333333,Ho
463,mp-551,BaAl2,-0.198847718333333,Ba
464,mp-858,TmAl2,-0.498939037222222,Tm
465,mp-803,DyAl2,-0.516831901666666,Dy
466,mp-756,TbAl2,-0.5204074349999991,Tb
467,mp-813,ScAl2,-0.486888724999999,Sc
468,mp-11809,TiAl2,-0.427094932777778,Ti
469,mp-10910,Al2Ru,-0.71883549,Ru
470,mp-22318,SrAl2,-0.260181793888888,Sr
471,mp-1228524,Al2Te3,-0.678117225999999,Te
472,mp-571247,Al3Mo,-0.321388892499999,Mo
473,mp-985825,Al3Cu,-0.089983822499999,no_return
474,mp-1038916,MgAl3,0.008559332499999,Mg
475,mp-1065309,ZrAl3,-0.462309084999999,Zr
476,mp-1070580,Al3Ru2,-0.7091591699999991,Ru
477,mp-1183175,Al3Pt,-0.440502077499999,Pt
478,mp-1183200,Al3Sn,0.163227461249999,Sn
479,mp-1183189,Al3Au,-0.113981889999999,Au
480,mp-1183195,Al3Ge,0.09748668375,Ge
481,mp-1183412,BeAl3,0.159580696249999,Be
482,mp-16521,Al3Os2,-0.49399393,Os
483,mp-1842,NbAl3,-0.4290308475,Nb
484,mp-2554,Al3V,-0.2888977125,V
485,mp-2614,HfAl3,-0.388516067499999,Hf
486,mp-31178,DyAl3,-0.2859237875,Dy
487,mp-542915,TiAl3,-0.398277793333333,Ti
488,mp-568718,HfAl3,-0.395298549999999,Hf
489,mp-395,ZrAl3,-0.487256679999999,Zr
490,mp-867347,Al3Tc,-0.3188017087499999,Tc
491,mp-867780,Al3Cr,-0.140382082499999,Cr
492,mp-869,TaAl3,-0.318990184999999,Ta
493,mp-975906,LiAl3,-0.080192740833333,Li
494,mp-976150,NaAl3,0.187913990862068,Na
495,mp-999204,ScAl3,-0.36174558125,Sc
496,mp-16724,Zr5Al3,-0.374173340625,Zr
497,mp-1208324,Ti2Al3,-0.097419489833333,Ti
498,mp-1210739,Mg2Al3,0.0939382755,Mg
499,mp-1057,Al3Ni2,-0.6132229100000001,Ni
500,mp-10886,Al3Cu2,-0.158314423999999,no_return
501,mp-1069983,Al3Ru2,-0.46673315,Ru
502,mp-1070275,Al3Tc2,-0.163676398,Tc
503,mp-10901,Al3Pd2,-0.773174239999999,Pd
504,mp-10905,Al3Pt2,-0.9943642419999992,Pt
505,mp-569916,Al3Pt2,-0.638499978999999,Pt
506,mp-1102065,HoAl3,-0.42381542,Ho
507,mp-1103088,DyAl3,-0.4291503175,Dy
508,mp-1106237,DyAl3,-0.423965018999999,Dy
509,mp-1189958,TbAl3,-0.431501632499999,Tb
510,mp-2451,YAl3,-0.435231682499999,Y
511,mp-369,TbAl3,-0.433471030833333,Tb
512,mp-898,HoAl3,-0.4204790395,Ho
513,mp-862656,ErAl3,-0.415662444999999,Er
514,mp-16480,Al3Au8,-0.266596081136363,Au
515,mp-1025223,Hf4Al3,-0.393848447142857,Hf
516,mp-12752,Zr4Al3,-0.460260891428571,Zr
517,mp-1178983,Ta5Al3,-0.1326153125,Ta
518,mp-1178742,Y5Al3,-0.295642332916666,Y
519,mp-2044,Zr5Al3,-0.354297694999999,Zr
520,mp-2361,Hf5Al3,-0.291669435624999,Hf
521,mp-1039119,MgAl3,0.017863721249999,Mg
522,mp-11232,YAl3,0.5090718695833331,Y
523,mp-1184171,ErAl3,-0.41124255,Er
524,mp-1184638,HoAl3,-0.420444703749999,Ho
525,mp-1188814,Al3Ru,-0.3869399812499999,Ru
526,mp-12553,PrAl3,-0.4380137087499999,Pr
527,mp-16513,NdAl3,-0.441897991874999,Nd
528,mp-2294,Al3Ir,-0.6646504875,Ir
529,mp-567305,CeAl3,-0.413092222499999,Ce
530,mp-569981,DyAl3,-0.427251796875,Dy
531,mp-864995,DyAl3,-0.428733504999999,Dy
532,mp-865527,YAl3,-0.437870131666666,Y
533,mp-867232,TbAl3,-0.435528192499999,Tb
534,mp-867870,SmAl3,-0.44249505875,Sm
535,mp-959,LaAl3,-0.441254787499999,La
536,mp-973539,LuAl3,-0.3810583625,Lu
537,mp-979040,TmAl3,-0.401484125416667,Tm
538,mp-984873,Al3Fe,-0.1540617575,Fe
539,mp-1190736,Ca8Al3,-0.154565662272727,Ca
540,mp-1180309,Mn2Al3,-0.245703806672413,Mn
541,mp-1007730,HfAl3,-0.372074742499999,Hf
542,mp-1008554,Al3V,-0.1503062475,V
543,mp-10890,LiAl3,-0.098997818333333,Li
544,mp-11231,YAl3,-0.424921549166666,Y
545,mp-1183127,Al3Pd,-0.345373472499999,Pd
546,mp-1183131,Al3Sn,0.15835386625,Sn
547,mp-1183130,Al3Ag,0.042954390833333,Ag
548,mp-1183161,Al3Cu,-0.037303837499999,no_return
549,mp-1183140,Al3Cd,0.1368252375,Cd
550,mp-1186098,NaAl3,0.166475473362068,Na
551,mp-1186855,TbAl3,-0.422380249999999,Tb
552,mp-1877,HoAl3,-0.4217426525,Ho
553,mp-2134,ErAl3,-0.419219385,Er
554,mp-2121,ScAl3,-0.454931161249999,Sc
555,mp-2805,LuAl3,-0.401428157499999,Lu
556,mp-569775,ZrAl3,-0.464341357499999,Zr
557,mp-570409,PrAl3,-0.349515778749999,Pr
558,mp-567589,DyAl3,-0.422938192499999,Dy
559,mp-768,TmAl3,-0.413781101666667,Tm
560,mp-983584,Al3Tl,0.284703616666666,Tl
561,mp-983585,Al3Zn,0.0249665425,Zn
562,mp-983594,Al3Ga,0.029597230624999,Ga
563,mp-998981,TiAl3,-0.373044165833333,Ti
564,mp-1200220,Al3Ir,-0.5663497353125,Ir
565,mp-1039180,MgAl3,0.0853126975,Mg
566,mp-1255847,NaAl3,0.223424970862069,Na
567,mp-1217027,TiAl3,-0.243075798333333,Ti
568,mp-1482,Zr2Al3,-0.521392979,Zr
569,mp-846,Hf2Al3,-0.426516108999999,Hf
570,mp-1501,Al3Pt5,-0.90776647,Pt
571,mp-16523,Al3Pd5,-0.851622005624999,Pd
572,mp-622209,Al3Ni,-0.40491590875,Ni
573,mp-16514,Al3Ni5,-0.56589156875,Ni
574,mp-1217804,Ta11Al4,-0.176019026333333,Ta
575,mp-568404,Li9Al4,-0.144831390769231,Li
576,mp-1228752,Al4Cu15,-0.097782415789474,no_return
577,mp-1228713,Al4Ni15,-0.275948701052631,Ni
578,mp-21109,LaAl4,-0.358735098999999,La
579,mp-1749,CaAl4,-0.194790404,Ca
580,mp-1891,SmAl4,-0.284237637,Sm
581,mp-1903,BaAl4,-0.24118154,Ba
582,mp-1834,NdAl4,-0.303265435499999,Nd
583,mp-2289,CeAl4,-0.295692313,Ce
584,mp-2336,PrAl4,-0.315034479,Pr
585,mp-2775,SrAl4,-0.232307223333333,Sr
586,mp-582799,EuAl4,-0.28790337,Eu
587,mp-570774,Zr5Al4,-0.418458028333333,Zr
588,mp-593,Al4Cu9,-0.208091329807692,no_return
589,mp-16515,Al4Ni3,-0.628430971249999,Ni
590,mp-1105076,CeAl4,-0.292564266333333,Ce
591,mp-1103934,PrAl4,-0.309908584333333,Pr
592,mp-1104765,LaAl4,-0.352900444333333,La
593,mp-1103952,NdAl4,-0.285416330166666,Nd
594,mp-1079897,SmAl4,-0.343142938,Sm
595,mp-1079618,TbAl4,-0.338675427999999,Tb
596,mp-1104047,Al4Tc,-0.372291479,Tc
597,mp-30180,Al4Mo,-0.251614200666667,Mo
598,mp-30336,Al4W,-0.152549276,W
599,mp-1217081,Ti3Al5,-0.397703329999999,Ti
600,mp-569049,Al5Mo,-0.240750198666666,Mo
601,mp-571053,Al5Mo,-0.238314249166666,Mo
602,mp-1190357,SmAl5,-0.2465990637499999,Sm
603,mp-568607,Al5Mo,-0.242578184166666,Mo
604,mp-30337,Al5W,-0.160767783333332,W
605,mp-1791,Al5Rh2,-0.7410118889285711,Rh
606,mp-196,Al5Co2,-0.460907081785714,Co
607,mp-261,Ba3Al5,-0.230206365624999,Ba
608,mp-2631,Ba4Al5,-0.221805648333333,Ba
609,mp-1192984,Al5Re24,-0.074954460344827,Re
610,mp-1217092,Ti3Al5,-0.409983089999999,Ti
611,mp-1190320,Al6Ge5,0.047548216363636,Ge
612,mp-16529,Al6Ru,-0.329376498571428,Ru
613,mp-173,MnAl6,-0.173697625418719,Mn
614,mp-16528,Al6Re,-0.205807019285714,Re
615,mp-16718,Al6Tc,-0.272191996428571,Tc
616,mp-570001,Al6Fe,-0.195844072142857,Fe
617,mp-1212183,Li7Al6,1.604037244358974,Li
618,mp-14506,Al7Te10,-0.682690508039215,Te
619,mp-11224,Sr8Al7,-0.184941370555555,Sr
620,mp-2733,Al8Mo3,-0.335747143636364,Mo
621,mp-1194040,Mn5Al8,-0.197021284204244,Mn
622,mp-19954,Al8Cr5,-0.05407364576923,Cr
623,mp-1193259,Al8Fe5,-0.280431573076923,Fe
624,mp-1214872,Al8V5,-0.203035119615384,V
625,mp-1228763,Al8V5,-0.221099892307692,V
626,mp-1191778,Al9Fe2,-0.234606300454544,Fe
627,mp-12003,Al9Ir2,-0.5249582263636361,Ir
628,mp-16488,Al9Co2,-0.331883324545454,Co
629,mp-1645,Al9Rh2,-0.5025592468181811,Rh
630,mp-1109,Sr5Al9,-0.266728567380952,Sr
631,mp-1212295,Mn4Al9,-0.232684120837754,Mn
632,mp-570400,Ba7Al10,-0.23075273117647,Ba
633,mp-16511,Mn3Al10,-0.237700680291778,Mn
634,mp-16722,Al10V,-0.092966437727273,V
635,mp-1214894,Al11Cr4,-0.137089865333333,Cr
636,mp-1214889,Al11Re4,-0.341599267999999,Re
637,mp-2856,Mn4Al11,-0.27699086678161,Mn
638,mp-1104100,Nd3Al11,-0.377115985892857,Nd
639,mp-1103785,Pr3Al11,-0.376968129642857,Pr
640,mp-1104395,Sm3Al11,-0.370075979642857,Sm
641,mp-1213865,Ce3Al11,-0.355071284642857,Ce
642,mp-16505,La3Al11,-0.399920166071428,La
643,mp-1094700,Mg18Al11,-0.015388856206896,Mg
644,mp-1217111,Ti5Al11,-0.405524536666666,Ti
645,mp-1214901,Al12Fe7,-0.313315438421052,Fe
646,mp-1104165,MnAl12,-0.098835739071618,Mn
647,mp-11227,Al12W,-0.080955973076922,W
648,mp-1648,Al12Re,-0.14340006576923,Re
649,mp-16719,Al12Tc,-0.175107461923076,Tc
650,mp-550,Al12Mo,-0.119413559999999,Mo
651,mp-1198296,Al12Ru,-0.044860972115385,Ru
652,mp-1194073,Ta17Al12,-0.142290077931035,Ta
653,mp-2151,Mg17Al12,-0.027029285862069,Mg
654,mp-1202900,Al13Fe4,-0.326749755294117,Fe
655,mp-1203489,Al13Rh4,-0.6029117782352941,Rh
656,mp-17880,Al13Ru4,-0.5366187254901951,Ru
657,mp-567929,Al13Os4,-0.443800450588235,Os
658,mp-1094692,Mg16Al13,-0.018718293448275,Mg
659,mp-1952,Ba7Al13,-0.217451488499999,Ba
660,mp-568683,La16Al13,-0.363275798275862,La
661,mp-1094683,Mg16Al13,-0.015890167931034,Mg
662,mp-1198336,Al13Co4,-0.386044984803921,Co
663,mp-30751,Al13Co4,-0.38753007617647,Co
664,mp-1094685,Mg16Al13,-0.022345032413793,Mg
665,mp-1193055,Ca13Al14,-0.259868293333333,Ca
666,mp-12766,Mg13Al14,0.064058191481481,Mg
667,mp-1194114,Mg13Al16,0.019929784137931,Mg
668,mp-570651,Al17Mo4,-0.262149226190476,Mo
669,mp-1198587,Dy2Al17,-0.09438391368421,Dy
670,mp-1201145,Er2Al17,-0.082018179210526,Er
671,mp-1202952,Tb2Al17,-0.099955136842105,Tb
672,mp-1215090,Al19Co6,-0.390196668,Co
673,mp-1208546,Ta24Al19,-0.26544690627907,Ta
674,mp-30526,Mn4Al19,-0.185746877031484,Mn
675,mp-1215027,Al21Pt5,-0.225062677211537,Pt
676,mp-1982,Al21Pt8,-0.7565431629310331,Pt
677,mp-1498,Al21Pd8,-0.559393804827585,Pd
678,mp-568153,Al22Mo5,-0.259107567407407,Mo
679,mp-1217883,Ta13Al23,-0.247699524259259,Ta
680,mp-30335,Al23V4,-0.166800464814815,V
681,mp-1215157,Al27V,1.045134458928571,V
682,mp-17659,Mg23Al30,-0.023268360566037,Mg
683,mp-567701,Ba21Al40,-0.243331176065573,Ba
684,mp-1229052,Al41V4,-0.089861668666666,V
685,mp-31019,Al45Cr7,-0.116625121538461,Cr
686,mp-567919,Al45V7,-0.152574891153846,V
687,mp-568106,Mg41Al67,0.028815528425925,Mg
688,mp-1067210,ZrCu,-0.1250487375,Zr
689,mp-30471,CaCu,-0.142900859499999,Ca
690,mp-1077372,Zr2Cu,-0.075638541666666,Zr
691,mp-11359,Ga2Cu,-0.084178234999999,Ga
